"","s161_P3_258","s180_P2_392","s201_P2_195","s217_P2_360","s220_P3_264","s259_P1_379","s282_P2_631","s295_P2_794","s332_P2_760","s359_P2_950","s364_P2_972","s697_P2_870"
"AQP9",0.00308957,0,0.002369964,0,0,0,0.000310724,0,0,0,0.04882125,9.65e-05
"ARAP1",0.003764061,0.004063877,0.023846822,0.005226308,0.003757799,0.010286238,0.004470631,0.003101975,0.011656174,0.006981673,0.010963519,0.005199702
"ARC",0,2.17e-06,5.37e-06,1.54e-05,2.1e-06,3.58e-06,1.54e-05,2.17e-06,3.7e-05,0,7.16e-06,5.87e-05
"AREG",0.008574022,0.004034946,0.027803272,0.000312372,0.022836015,0.000386739,0.000908915,0.000317645,0.023801645,0.002691395,0.033670578,0.003774341
"ARF1",0.029981454,0.045553386,0.054564473,0.020219369,0.034085255,0.029930574,0.043079826,0.118128488,0.047335215,0.075133741,0.033323207,0.034928616
"ARF6",0.002432377,0.001930761,0.002222282,0.00097603,0.003065325,0.001804976,0.003680642,0.002353941,0.005499715,0.003428607,0.001972581,0.006173308
"ARL4A",2.371107958,0.454754565,0.639742896,0.220667067,0.378138379,0.577730419,10.40248277,0.191677956,1.369332103,0.351796947,0.351998254,6.463729572
"ARL4C",0.066034565,0.593218001,1.59618674,0.219365533,2.283440541,3.09099253,1.790224142,0.105313332,0.818392544,3.632716729,0.495640202,3.109320047
"ARL4D",0.054941269,0.046918334,0.263830686,0.061415112,0.048920308,0.232947495,0.492417593,0.076915302,0.081155683,0.124602789,0.164122099,1.601576385
"ARL6",0.083213642,0.046578236,0.075238754,0.025802039,0.048761823,0.024799227,0.04617207,0.078824707,0.161602246,0.131673985,0.103820494,0.109184613
"ART1",0,0,0,0,0,0,0,0,0,0,0,0
"ART3",0.000511531,0.001728977,0,0.00131063,0.001023062,0.000405663,0.001747507,0.031986083,0,0,0.000405663,0
"ART4",0,0,0,0.000826822,0,0,0,0,0,0.000969372,0,0
"ASAH2",0.080255173,0.035582992,0.069089269,0.007680295,0.063955322,0.007433395,0.012369197,0.031630544,0.034840434,0.049146769,0.01041446,0.062652864
"ASGR1",0,0.027273,0.051648474,0.002040343,0,0.005959439,0.021423598,0.062846478,0.011221884,0.032014944,0.005959439,0.002173228
"ASIC1",0.007637835,0.05224734,0.006571103,0.017730987,0.038189175,0.089258036,0.126449931,0.068241423,0.099386846,0.222850897,0.032855517,0.561459796
"ASIC3",0.010966984,0.033115286,0.019997979,0,0.013159284,0.001538306,0.010588523,0.003763101,0.017646655,0.12041922,0.003076612,0.134893906
"ASIC4",0,0,0.00133313,0,0.00405598,0.00399939,0.013933101,0,0.00139331,0,0,0.005407974
"ASIC5",0,0.000648785,0,0.000554456,0,0,0,0,0,0.001297571,0,0
"ASPH",55.82739641,7.765583744,94.12758146,0.907180782,76.08996329,8.554312273,17.37526183,19.86893094,83.72331073,7.464672618,46.59015333,35.87221694
"ASTN1",0,0,0,0.00139331,0,0.000666565,0.051552475,0.006324363,0,0,0,0
"ASTN2",0.032741856,0.020664605,0.07918007,0.026489116,0.030403152,0.040414827,0.037356446,0.075502384,0.021055452,0.02463762,0.01732064,0.022217688
"ATP10A",7.11e-05,4.14e-06,0.0014251,0.000111845,0.000118311,3.32e-06,9.2e-06,0,0.000741671,0.000240937,0.000579421,1.11e-06
"ATP10D",0.00104477,0.001724697,0.000442722,0.000250609,0.002063739,0.003033654,0.002495653,9.62e-05,0.002615737,0.001036299,0.000231423,0.016509949
"ATP11A",0.020731291,0.004524673,0.004144232,0.003436376,0.008607086,0.001672197,0.003620168,0.007131747,0.010205593,0.011925437,0.002648204,0.002664305
"ATP11C",0.005153697,0.001753307,0.008789638,0.001032848,0.002898221,0.001928267,0.00757425,0.000814283,0.025308943,0.001895373,0.005081786,0.002428143
"ATP12A",0.000132641,3.18e-05,3.34e-06,7.53e-05,0,0.000399707,2.75e-06,0,0.000322989,0.000920022,1.67e-06,1.24e-05
"ATP13A1",0.002269561,0.000547292,0.001524481,0.00117576,0.001815344,0.000505587,0.004196625,0.001050941,0.001524932,0.000371405,0.00085358,0.002387135
"ATP13A2",0.001147603,0.0009556,0.009813536,0.001050036,0.001102545,0.00099807,0.001386208,0.001758361,0.00152742,0.000687789,0.001712765,0.001339527
"ATP13A3",0.00617711,0.005583615,0.01428154,0.004489348,0.00859736,0.006597445,0.018109197,0.007440961,0.029118906,0.005044176,0.01034716,0.013813037
"ATP1A1",0.006693855,0.002570219,0.013670041,0.018292326,0.004765129,0.020758063,0.015665617,0.009330442,0.008623676,0.002784961,0.009957262,0.012662086
"ATP1A2",0.000519428,0.007325436,0.004196087,0.001524704,0.000865713,0.012614183,0.002075407,0.003277946,0.002666474,0.001592022,0.002900791,0.000389571
"ATP1A3",0.000596742,0.00111251,0.001324866,0.001196368,0.003357689,0.001406648,0.000612095,0.00124736,0.001794552,0.004382616,0.002780583,0.002032148
"ATP1A4",2.31e-06,8.07e-06,9.28e-06,5.93e-06,1.92e-06,2.43e-05,3.71e-06,3.8e-06,5.2e-06,4.1e-06,1.47e-05,1.92e-06
"ATP1B1",0.00113849,0.009624132,0.003005416,0.002724815,0.001594315,0.006438818,0.001712616,0.002745165,0.000852058,0.010597857,0.00219572,0.000676384
"ATP1B2",7.23e-05,5.94e-05,0.000118709,5.88e-05,2.26e-05,8.22e-05,1.6e-05,9.75e-05,4.28e-05,1.06e-05,0.000123275,5.87e-05
"ATP1B3",0.000114146,9.05e-05,0.000218419,5.99e-05,6.68e-05,0.000175083,0.000394435,0.000299006,0.000329906,7.85e-05,0.000219271,0.001212485
"ATP1B4",0,0,0,0,0,0,0,4.82e-07,0,4.82e-07,0,0
"ATP2B1",3.326865922,1.325501267,3.322656309,1.503926089,1.400051286,2.818272554,4.190927723,1.257609739,3.025008745,1.604610883,5.102332386,10.30752322
"ATP2B2",0,0.000477388,0,0.002219542,0.001859141,0.003661054,0.002219542,0,0.002219542,0,0.000813568,0.002788712
"ATP2B3",0,0,0,0.001203002,0,0.041018499,0.019248027,0,0.000601501,0,0.002563656,0
"ATP2B4",0.671638095,1.158992845,5.690203545,0.897603323,1.936604052,1.174128486,4.579924876,0.912764878,11.54034617,3.516011733,4.344238528,3.541011256
"ATP2C2",0.250839932,0.650795095,0.230743185,0.665088978,0.920345647,0.492006448,1.162303859,0.945459747,1.439625459,0.018981524,0.075922441,0.120194134
"ATP4A",0,0,0,0,0,0,0.000641651,0,0,0,0.001532073,0
"ATP4B",0,0,0,0,0,0,0,0,0.005746213,0,0,0
"ATP6V0A1",1.451635713,1.228009175,2.541390139,0.713166379,1.587991492,1.722843733,2.13131521,1.825753067,1.075535436,1.335917232,1.808599332,1.544135631
"ATP6V0A2",0.255166496,0.118567568,0.912729034,0.086049851,0.186979254,0.265044204,0.375178403,0.652488604,0.31103223,0.41317123,0.767786689,0.305829658
"ATP6V0A4",0,0.005130448,0.039781472,0.428271602,0,0.126527183,0.043344709,0.418172582,0.000646936,0,0.001105041,0.044826283
"ATP7A",1.660055196,0.34881266,0.585701952,0.149451068,0.671029956,0.277410678,0.329034002,1.023063656,0.694949876,0.3402682,0.283586797,1.034430296
"ATP7B",0.005294261,0.106222136,0.07289599,0.036919345,0.018151753,0.121279358,0.725860034,0.015040436,0.035600797,0.911033022,0.003870618,0.097567184
"ATP8A1",0.107586765,0.369544411,0.288764657,0.237763269,0.113299337,0.07818254,0.157597722,0.435138626,0.020952359,0.057741386,0.287195506,0.089496955
"ATP8A2",0.000452805,0.063924576,0.001059683,0.233691178,0.004980859,0.015365397,0.028592803,0,0,0,0,0.002264027
"ATP8B1",1.161375242,1.090803505,1.329169325,0.201725902,0.891383837,0.946551755,0.677643649,0.285710184,0.753592242,1.545115498,0.461020274,1.174771762
"ATP8B2",0.049252304,0.116250303,0.897429557,0.129449559,0.203986625,0.163027861,0.869411224,0.931328912,0.691855411,0.128184744,0.520683557,0.323833898
"ATP8B3",0.020260811,0.00875416,0.065256562,0.000603732,0.165832346,0.008420201,0.000603732,0.031411987,0.047091061,0.013903152,0.023681817,0.167333091
"ATP8B4",0,0.001257207,0.008745332,0.003046705,0,0.006558999,0.016756877,0.002514413,0.003046705,0.008171843,0.032794996,0.005173628
"ATRAID",0.980982663,0.650724058,3.802763911,2.047268872,0.849312704,1.647665368,2.359930704,2.125813142,1.326369126,0.766423251,2.73093968,2.532065839
"ATRN",3.890606725,4.029985046,8.619499514,4.259002042,9.498281883,14.43529301,9.234578976,2.075085697,9.680617715,5.857041221,5.607309375,23.54086741
"AVPR1A",0,0.000126384,3.09e-06,1.76e-06,0,0,0.000219469,0.000186567,2.63e-06,4.01e-06,0,0
"AVPR1B",0,0,1.93e-05,0,0,0,3.26e-05,0,3.26e-05,1.1e-05,0,0
"AVPR2",0,0,6.74e-05,7.73e-05,0.000608274,0,1.29e-05,0,0,0,5.61e-05,0
"AXL",4.95492021,0.697804647,11.03817361,0.835171413,5.482983155,5.571661504,1.297102505,0.426334954,9.491741589,1.000247392,9.001725614,0.573600543
"B2M",0.053509161,0.042508115,0.03770398,0.011052116,0.053002378,0.052638888,0.043081128,0.2689659,0.10540974,0.11891893,0.194773902,0.020487761
"B3GNT3",0.001315359,0.000617227,0.000696113,0.00026382,0.000899208,0.001037911,0.000879399,0.000481067,0.001112653,0.000331149,0.000619372,0.000671273
"B4GALT1",0.130294056,0.103283622,0.315317511,0.049226625,0.121616785,0.069391545,0.204528858,0.138298008,0.240157309,0.204973884,0.208069793,0.124359114
"B4GALT5",0.000954262,0.000389286,0.002338077,0.002621854,0.001749596,0.002452188,0.022855589,0.000752851,0.005333509,0.00174546,0.001906226,0.000965366
"BACE1",0.001454081,0.003112211,0.01783042,0.002253195,0.001353964,0.003827115,0.004453508,0.002018164,0.007407984,0.00117042,0.003154141,0.004582738
"BACE2",0.007323786,0.10220041,0.000410732,0.000298388,0.006819795,0.020784786,0.017562166,0.01151913,0.019335469,0.005749627,0.005168371,0.02013195
"BAMBI",0.000229638,0.011700345,0.012498656,0.000401222,7.18e-05,0.000968983,0.015816608,0.003127881,0.000253404,0.00089368,0.000208515,0.0015874
"BASP1",0.001172269,0.003614463,0.012963948,0.006194077,0.004412252,0.020046826,0.009684661,0.005560047,0.006313852,0.003406934,0.005528064,0.083987771
"BBS1",0.002585388,0.001955962,0.009258444,0.00150391,0.010837995,0.002526981,0.004530293,0.002712496,0.005323795,0.004299731,0.004679784,0.004012041
"BBS2",0.003603738,0.002332384,0.004465393,0.002771773,0.006254192,0.002931977,0.003904996,0.005007507,0.006993773,0.002299952,0.001618329,0.006535772
"BBS9",0.000538806,0.000224822,0.001042943,0.000563521,0.000322089,0.000378568,0.001300833,0.000164869,0.000432175,0.000346872,0.000152929,0.000399606
"BCAM",0.000229282,0.000128877,0.001616817,0.008642763,0.000416976,0.005806414,0.007835005,0.003204709,0.000826691,0.001488771,0.000425506,0.000524764
"BCAP31",0.005490137,0.003779879,0.024707049,0.009679055,0.005333834,0.01256461,0.007736171,0.012182314,0.007737842,0.009082842,0.008807699,0.014705085
"BDKRB1",8.8e-06,1.09e-05,0.000231738,7.67e-06,5.93e-05,0.000122417,9.12e-05,0,0,0,0,0.000669254
"BDKRB2",4.13e-06,0.000342691,0.000919428,4.94e-05,0.001763751,0.00080585,0.001447639,0,2.57e-05,3.01e-05,0,0.009336184
"BEST1",2.55e-05,5.86e-05,1.8e-05,1.48e-05,9.75e-06,1.63e-05,1.53e-05,6.86e-05,3.28e-05,2.29e-05,1.2e-05,3.9e-05
"BEST2",0,0,0,0,0,0,6.26e-06,0,0,0,9.13e-06,2.56e-05
"BEST3",1.01e-05,0.000462769,0,0,2.52e-05,6.63e-05,4.34e-06,0,3.04e-05,1.05e-05,5.1e-06,1.51e-05
"BEST4",5.73e-05,0.000151119,0.000520344,0.000154725,0.00036702,0.000243911,0.000707315,0.000179454,0.000265243,0,0.000130086,9.18e-05
"BFSP1",3.92e-06,2.19e-05,1.51e-05,5.72e-05,6.86e-06,3.73e-05,0.000102274,2.39e-05,3.03e-05,9.72e-06,1.38e-05,0.000126012
"BLK",3.79e-07,0,1.28e-07,7.48e-08,5.31e-06,0,0,5.93e-08,7.48e-08,0,0,0
"BLNK",0,8.77e-05,9.93e-06,1.61e-05,3.4e-07,3.1e-05,0.000170311,6.14e-05,8.25e-07,8.83e-05,0,8.73e-05
"BMPR1A",0.000168958,0.000110205,0.000174571,0.000154154,0.000222132,6.52e-05,0.000798165,0.000139124,0.000830081,0.00014975,0.000111387,0.000116678
"BMPR1B",0.000192754,0.000749878,1.85e-05,8.37e-05,3.11e-05,0.001697932,0.000603374,0.001070892,0.002312331,0.000334897,0.001064283,0.000562716
"BMPR2",0.007364504,0.00919952,0.017047692,0.005575695,0.015028014,0.011377711,0.026941113,0.005497272,0.030317277,0.012581385,0.014466544,0.014163713
"BMX",1.47e-06,7.88e-06,7.69e-06,2.11e-05,9.81e-07,2.38e-05,0.000392668,6.19e-06,2.4e-06,2.25e-06,5.6e-06,1.32e-05
"BOC",7.7e-06,8.79e-06,7.83e-06,7.18e-06,7e-06,2.7e-05,9.21e-05,3.52e-06,3.85e-06,7.04e-06,9.94e-06,4.9e-05
"BRICD5",3.23e-05,3.44e-05,0.000591855,0.000730248,0.000169366,0.000309351,0.00292048,0.000573832,0.000180599,0.000243965,0.00019686,0.000116943
"BRS3",0,0,0,0,0,0,2.57e-06,0,0,0,0,0
"BSG",0.005468433,0.001269085,0.029015338,0.006493907,0.003643484,0.007040931,0.016560093,0.003810938,0.014633376,0.006961618,0.013911555,0.0086331
"BST1",2.54e-05,0.001064514,9.69e-06,7.47e-05,6.79e-05,0.000329541,0.000124247,6.94e-05,2.99e-05,0.00024299,0.00023261,0.000213193
"BST2",0.055862366,0.016174323,0.030117457,0.000812218,0.060735322,0.003788562,0.007644501,0.110753838,0.026332793,0.004035381,0.028771723,0.038665614
"BTC",0.000285959,0.000364044,0.002026789,3.45e-05,0.00021541,3.58e-05,0.000176742,1.27e-05,0.000322153,0.00032907,0.000330467,0.000165555
"BTLA",0,0,0,0,0,0,1.92e-06,0,1.92e-06,4.38e-06,0,0
"BTN1A1",0,0,0,5.73e-06,0,0,2.29e-06,0,0,0,0,0
"BTN2A1",0.001377631,0.000551861,0.000860339,0.000555071,0.003207817,0.00045512,0.002061076,0.000756215,0.001139629,0.000988319,0.002138072,0.000614436
"BTN2A2",0.003104488,0.001095536,0.002861399,0.002326806,0.003784706,0.000663606,0.017316699,0.002597291,0.004325461,0.00172948,0.00322771,0.000962464
"BTN2A3P",0.000263668,0.000166632,0.000244709,0.000163899,0.000462583,6.85e-05,0.000744267,0.000138336,0.000263316,0.000163488,0.000215341,0.000129523
"BTN3A1",8.62e-05,3.57e-05,5.74e-05,5.4e-05,0.000196106,2.22e-05,0.000269013,9.24e-05,0.000232928,3.88e-05,4.78e-05,3.88e-05
"BTN3A2",0.000151382,0.000301031,0.00059672,0.00010051,0.00067994,4.98e-05,0.000655143,0.000382254,0.000540959,0.000265635,0.001117662,0.000134844
"BTN3A3",0.000905463,0.000505594,0.00070209,0.000637657,0.002142358,0.000595262,0.002275623,0.001440601,0.000701553,0.000554687,0.001634485,0.000405168
"BTNL3",0,3.95e-06,0,1.15e-06,0,5.9e-06,0,0,0,0,0,0
"BTNL8",0,3.82e-06,0,1.08e-06,0,0,2.17e-06,0,0,0,0,0
"BTNL9",0,1.44e-05,0,2.47e-06,4.23e-07,0,9.88e-06,0,0,0,0,0.000109465
"BVES",0,0.001336104,0,8.92e-05,0,0.000698602,0.000892435,0,0.005399231,9.54e-05,0.004409923,0.005042247
"C11orf24",0.002597422,0.001057053,0.004471295,0.001860638,0.005369542,0.00166344,0.001131615,0.002644789,0.003277913,0.001745213,0.002681016,0.002937707
"C11orf87",0,0,0,0,0,1.09e-06,1.53e-06,0,0,0,0,2.42e-05
"C17orf78",0,0,0,0,0,0,0,8.48e-07,0,0,9.13e-07,0
"C19orf18",0,2.98e-05,0.000239254,8.5e-05,0.000225061,0.000136717,0.000242028,7.94e-05,1.42e-05,0.000427038,0.000102537,4.97e-05
"C1orf159",2.62e-05,2.02e-05,0.000133952,2.41e-05,2.39e-05,3.28e-05,5.56e-05,0.000118695,1.97e-05,7.57e-05,7.73e-05,4.54e-05
"C1orf162",4.01e-07,2.51e-07,1.76e-06,1.26e-06,5.34e-07,1.22e-06,1.58e-07,3.13e-07,5.53e-07,8.78e-07,7.43e-07,1.34e-07
"C1orf210",7.83e-05,0.000101609,0.000157453,0.000261219,6.05e-05,2.5e-05,0.000156081,0.00017446,0.000128442,0.000136939,9.85e-05,3.13e-05
"C1QBP",0.002460118,0.000382972,0.001701381,0.000609263,0.002371465,0.000499487,0.001292824,0.000592242,0.002276363,0.000771224,0.001450103,0.005484563
"C1QTNF1",1.25e-05,6.69e-06,2.38e-05,2.29e-06,6.23e-06,3.68e-05,9.34e-06,9.14e-06,1.43e-05,8.25e-06,7.64e-06,1.67e-05
"C3AR1",1.5e-05,5.13e-06,2.62e-05,1.8e-05,1.5e-05,2.62e-05,1.2e-05,2.05e-05,3.61e-05,1.03e-05,6.29e-05,0
"C5AR1",1.1e-05,0.000296661,1.96e-05,4.69e-06,1.65e-05,2.83e-05,1.17e-05,0.000282755,2.58e-05,0.000968784,4.35e-06,0.000392219
"C5AR2",6.74e-05,5.61e-06,0.000103125,1.63e-05,9.77e-06,2.37e-05,2.2e-05,0.000218643,6.22e-05,2.24e-06,6.97e-06,2.35e-05
"C6orf89",0.002228695,0.003263104,0.004928461,0.001317938,0.003651201,0.002256701,0.004755899,0.00572603,0.00208368,0.004137156,0.004312025,0.002766398
"CA12",7.37e-06,0.009139134,0,0.001192942,0.003640361,0.015661011,0.006582482,0.000315558,0.0007811,0.000133505,0.001128345,0.144636818
"CA14",0,3.14e-08,3.38e-08,0,5.35e-07,3.38e-08,3.96e-07,1.88e-07,3.96e-08,1.57e-07,7.43e-07,6.02e-07
"CA4",0,0,0,0,0,0,1.15e-06,0,0,0,0,0
"CA9",0.000103713,8.73e-05,5.76e-05,0.000606539,0.000904303,0.000176423,0.000332837,2.13e-06,9.12e-05,1.07e-05,0.000262834,0.000110991
"CACHD1",1.72e-05,0.000350397,7.51e-05,0.000307619,2.63e-05,0.000735313,0.002089853,9.87e-06,0.000126954,0.000312149,7.66e-05,0.000505241
"CACNA1A",3.1e-05,3.45e-05,9.78e-05,5.14e-05,3.1e-05,7.6e-05,3.12e-05,0.000298955,3.58e-05,2.92e-05,0.000713035,4.45e-05
"CACNA1B",2.1e-06,3.58e-06,4.15e-06,1.73e-05,0,6.22e-06,6.5e-05,0,1.3e-05,1.79e-06,2.49e-05,8.42e-06
"CACNA1C",2.24e-05,1.58e-05,2.05e-05,1.2e-05,2.55e-05,3.07e-05,1.3e-05,7.17e-06,2.43e-05,7.77e-06,3.53e-05,9.23e-06
"CACNA1D",3.81e-05,0.000140269,0.001033119,0.001588259,3.81e-05,0.000393504,0.000746232,0.000761461,0.000171431,0.000638873,0.000210952,3.69e-05
"CACNA1E",1.02e-06,8.14e-05,5.92e-05,1.2e-05,0,1.23e-05,0,0,5.98e-07,0,4.69e-05,1.02e-06
"CACNA1F",2.63e-06,0.000120144,1.35e-05,3.1e-05,2.1e-05,6.75e-06,1.94e-05,6.55e-05,1.55e-05,5.19e-05,6.75e-06,8.42e-05
"CACNA1G",0.000500279,0.00038954,0.00103264,0.000806196,0.000340707,0.000491261,0.00095734,0.000363816,0.001217679,0.000352787,0.002115428,9.92e-05
"CACNA1H",4.43e-06,3.56e-05,8.22e-05,0.000385985,2.66e-05,0.000107434,1.3e-05,2.54e-05,4.77e-05,0,4.42e-05,0.00034571
"CACNA1I",0,8.58e-05,0.000473855,9.48e-06,4.05e-06,3.52e-06,5.29e-05,0.000224828,4.99e-07,1.21e-06,3.23e-05,1.21e-05
"CACNA1S",1.69e-06,0.000125463,4.56e-05,0,1.69e-06,2.4e-06,3.26e-06,2.23e-05,3.43e-05,1.25e-05,0,2.2e-05
"CACNA2D1",0.000175214,0.00113879,0.001260049,0.000296348,0.000159754,0.001860663,0.00022981,0.00039367,0.001306323,0.001040376,0.006512279,0.00012368
"CACNA2D2",6.19e-07,4.35e-06,9.38e-07,0.000284802,0,5e-06,0.000221529,0.000267082,0,5.81e-06,0,8.04e-06
"CACNB2",1.7e-06,0,2.15e-06,7.62e-05,0,5.15e-05,0,0,7.26e-06,0,2.15e-06,5.11e-06
"CACNG1",0,0,0,0,3.06e-06,0,0,0,0,8.33e-06,0,0
"CACNG2",0,0,6.69e-07,0,0,0,0,0,7.3e-06,0,3.35e-07,0
"CACNG4",2.82e-05,0.001057727,0.004264983,0.000792498,0.000264168,0.000299919,0.000457886,3.91e-05,0.000387442,0.00177034,7.08e-06,0.000235672
"CACNG5",0,0,1e-06,0,0,3.01e-06,0,0,0,0,0,0
"CACNG6",0,1.3e-06,3.57e-07,0,0,0,0,0,5.22e-06,4.33e-07,0,2.09e-07
"CACNG7",6.22e-05,3.89e-05,0.000134937,0.000161466,9.95e-05,0.000221682,0.000113027,4.24e-05,0.00014532,3.53e-05,0.000481928,7.46e-05
"CACNG8",1.79e-06,0.000116627,2.84e-06,1.53e-06,0,2.84e-06,1.53e-06,0,4.59e-06,3.64e-05,2.13e-06,0.000139813
"CADM1",7.22e-05,0.000325921,0.001771674,0.000663212,4.44e-05,4.28e-05,0.00029911,5.74e-05,1.71e-05,0.00022221,3.34e-05,7.6e-05
"CADM2",3.63e-06,8.81e-07,2.25e-06,8.69e-07,6.05e-07,1.25e-06,0,5.88e-07,5.21e-06,1.47e-06,8.49e-06,0
"CADM3",2.19e-06,5.5e-06,4.24e-06,6.01e-06,0,2.73e-05,4.01e-07,1.1e-05,3.61e-06,2.47e-05,4.24e-06,1.09e-06
"CADM4",0.000315976,0.000432684,0.001279304,0.002309935,0.000657062,0.001775814,0.012591463,0.001631579,0.000396881,0.002618639,0.001203226,0.000684265
"CALCR",0.000113769,0.000630805,0.000513687,0,0,0.000135181,0.000259754,0.003023619,0,0.000609074,0.000648868,0
"CALCRL",3.94e-05,8.23e-05,1.14e-05,2.43e-05,4.5e-05,0.000302345,0.000140703,7.05e-05,0.000116444,0.0004468,0.000119797,0.000461252
"CALHM1",0,0,6.26e-05,0,0,0,0.000192767,0,3.21e-05,0,0.000250238,2.74e-05
"CALHM2",0.000937342,0.00108805,0.009922662,0.000642214,0.007400069,0.001047112,0.011005209,0.00206035,0.0037949,0.00030095,0.004063768,0.01169206
"CALN1",0,0,0,0,0,4.44e-06,0,0,4.04e-06,1.74e-06,0,0
"CALR",0.016668513,0.011793555,0.0708921,0.01558152,0.036293541,0.024557013,0.061956153,0.064892626,0.02371885,0.013621698,0.056459087,0.017684571
"CALY",0,0,1.87e-05,0,4.09e-06,0,1.81e-05,0,2.01e-06,4.25e-06,0,0
"CAMK2A",2.48e-06,3.11e-05,5.03e-06,1.07e-05,0,1.01e-05,4.28e-06,1.56e-05,1.93e-05,1.04e-05,7.55e-06,0.000126553
"CAMK2B",1.61e-05,0.000165278,0.000216257,3.87e-05,5.62e-05,0.001217868,0.03389852,5.95e-05,6.19e-05,0.000112389,2.28e-05,0.000666329
"CAMK2D",0.00111966,0.004210629,0.004866033,0.000769314,0.000977384,0.001006003,0.001146358,0.006863258,0.002073608,0.003074201,0.003124623,0.001877285
"CAMK2G",0.005024501,0.001794349,0.002748476,0.002767829,0.005124228,0.001733268,0.004456179,0.004028173,0.003950958,0.001792634,0.004496012,0.007406475
"CANT1",0.006343716,0.006270887,0.009108683,0.000700723,0.004613948,0.003125442,0.006187742,0.013177987,0.006259878,0.011336356,0.005171717,0.005211912
"CAP2",0.003579816,0.003554413,0.004588245,0.003438286,0.003476053,0.002464584,0.016516084,0.002020698,0.00607843,0.002118055,0.008180233,0.005707005
"CAPNS1",0.096489977,0.083436469,0.155418474,0.060034585,0.081126059,0.176921596,0.105485957,0.097568456,0.24574354,0.142496048,0.321759109,0.144656368
"CASR",0,6.26e-06,9.74e-06,0,0,0.000146103,7.49e-05,0,5.35e-06,0,0,0
"CATSPERD",0,0,1.52e-05,0,3e-05,0,0,4.22e-05,0,0,0,6e-05
"CAV1",0.276642187,0.003617438,0.062586189,0.016283448,0.308366611,0.02830776,0.002585729,0.020548201,0.253326138,0.008149352,0.155946731,0.276391538
"CAV2",0.004956496,0.000810584,0.003307003,0.000779813,0.006889575,0.002203009,0.000359358,0.003429832,0.004106907,0.001148576,0.005421091,0.002329866
"CAV3",2.67e-05,0.000111893,2.3e-05,1.96e-05,8.02e-05,4.6e-05,0,4.48e-05,1.96e-05,2.24e-05,0.000126419,0
"CBLN1",0,0,3.46e-06,0.000357168,8.09e-06,0,0,2.94e-05,0,8.4e-06,6.92e-05,4.05e-06
"CCKAR",0,0,0,0,0,0,0,0,0,0,0,0
"CCKBR",0,0,0,0,0,0,5.85e-05,0,0,0,0,0
"CCNY",0.008958999,0.006482025,0.051235703,0.005764211,0.010568241,0.011040558,0.015871439,0.012641517,0.029700591,0.01663778,0.022909453,0.015019822
"CCR1",0.000988308,0.000293946,0.000991646,0.000107452,0.000988308,0.001200413,0.000680527,4.2e-05,0.000573075,0.00999417,0.000260959,3.66e-05
"CCR10",1.43e-05,2e-05,0.000533091,2.06e-05,0.000133803,0,2.47e-05,5.99e-05,4.12e-06,8.99e-05,0.000300469,0
"CCR2",4.16e-06,6.36e-06,3.2e-05,6.3e-06,2.97e-06,2.44e-05,6.22e-06,7.34e-06,1.68e-05,1.27e-05,7.03e-05,2.38e-06
"CCR3",1.02e-05,1.86e-05,3.11e-05,0,1.02e-05,3.89e-05,1.2e-05,0,7.98e-06,9.28e-06,0,2.72e-05
"CCR4",0,0,4.36e-05,5.1e-05,0,0,0.000280526,0,0,0,6.53e-05,0
